perturbation,cluster,delta_pct,p_enrich,p_deplete,q_enrich,q_deplete,n_cells,prop_pert,prop_ntc,direction
OG0174_CO3,0,6.07691554946668,0.04229577042295771,0.9889011098890111,0.9810463398104633,1.0,44,0.09090909090909091,0.030139935414424113,none
OG0098_APEL,0,6.07691554946668,0.07579242075792421,0.9822017798220178,1.0,1.0,33,0.09090909090909091,0.030139935414424113,none
OG0176_TKN4,0,6.07691554946668,0.0755924407559244,0.983001699830017,1.0,1.0,33,0.09090909090909091,0.030139935414424113,none
OG0154_COLI,0,5.8095358703222955,0.08359164083591641,0.9826017398260174,1.0,1.0,34,0.08823529411764706,0.030139935414424113,none
GS0279_IL24,0,5.606696113730003,0.030296970302969704,0.9925007499250075,0.9065785729119397,1.0,58,0.08620689655172414,0.030139935414424113,none
GS0257_IL11,0,5.55743502998616,0.08509149085091491,0.9803019698030196,1.0,1.0,35,0.08571428571428572,0.030139935414424113,none
OG0061_HEPC,0,5.55743502998616,0.08909109089091091,0.9805019498050195,1.0,1.0,35,0.08571428571428572,0.030139935414424113,none
GS0254_IFNL4,0,5.55743502998616,0.08839116088391161,0.9782021797820218,1.0,1.0,35,0.08571428571428572,0.030139935414424113,none
OG0254_PF4V,0,5.55743502998616,0.09269073092690731,0.9776022397760225,1.0,1.0,35,0.08571428571428572,0.030139935414424113,none
GS0412_SLUR1,0,5.319339791890922,0.0240975902409759,0.9932006799320068,0.8492317434923174,1.0,72,0.08333333333333333,0.030139935414424113,none
OG0227_CCL15,0,5.319339791890922,0.0552944705529447,0.9853014698530147,1.0,1.0,48,0.08333333333333333,0.030139935414424113,none
OG0183_OSTN,0,5.094114566665697,0.10258974102589741,0.9745025497450255,1.0,1.0,37,0.08108108108108109,0.030139935414424113,none
OG0186_GAST,0,4.880743300662852,0.10278972102789721,0.9747025297470253,1.0,1.0,38,0.07894736842105263,0.030139935414424113,none
OG0125_NMB,0,4.829143713459549,0.06979302069793021,0.9823017698230176,1.0,1.0,51,0.0784313725490196,0.030139935414424113,none
GS0043_BMP7,0,4.6783141508652815,0.11448855114488551,0.9695030496950305,1.0,1.0,39,0.07692307692307693,0.030139935414424113,none
OG0138_APEL,0,4.6783141508652815,0.18448155184481552,0.9565043495650435,1.0,1.0,26,0.07692307692307693,0.030139935414424113,none
GS0253_IFNL3,0,4.6783141508652815,0.18468153184681532,0.9583041695830417,1.0,1.0,26,0.07692307692307693,0.030139935414424113,none
OG0242_GLUC,0,4.6783141508652815,0.17678232176782321,0.9581041895810419,1.0,1.0,26,0.07692307692307693,0.030139935414424113,none
GS0377_REG3A,0,4.6783141508652815,0.1792820717928207,0.9584041595840416,1.0,1.0,26,0.07692307692307693,0.030139935414424113,none
OG0091_VGF,0,4.6783141508652815,0.17788221177882213,0.9608039196080392,1.0,1.0,26,0.07692307692307693,0.030139935414424113,none
OG0194_GRN,0,4.533176269878343,0.07489251074892511,0.9785021497850215,1.0,1.0,53,0.07547169811320754,0.030139935414424113,none
GS0281_IL26,0,4.486006458557588,0.11998800119988001,0.9702029797020298,1.0,1.0,40,0.075,0.030139935414424113,none
GS0341_MSMP,0,4.3934138659649955,0.0806919308069193,0.9782021797820218,1.0,1.0,54,0.07407407407407407,0.030139935414424113,none
GS0378_REG3A,0,4.3934138659649955,0.19118088191180882,0.9543045695430457,1.0,1.0,27,0.07407407407407407,0.030139935414424113,none
GS0309_INHBC,0,4.338947635028177,0.050994900509949,0.9853014698530147,1.0,1.0,68,0.07352941176470588,0.030139935414424113,none
GS0224_HBEGF,0,4.214922121208191,0.0425957404259574,0.9841015898410159,0.9810463398104633,1.0,83,0.07228915662650602,0.030139935414424113,none
OG0080_ANF,0,4.128863601414731,0.20407959204079593,0.9519048095190481,1.0,1.0,28,0.07142857142857142,0.030139935414424113,none
GS0416_STC1,0,3.8825581826955196,0.2253774622537746,0.9393060693930607,1.0,1.0,29,0.06896551724137931,0.030139935414424113,none
GS0206_GDF6,0,3.8041882767394064,0.1396860313968603,0.9588041195880412,1.0,1.0,44,0.06818181818181818,0.030139935414424113,none
GS0373_PTN,0,3.765667475506741,0.10218978102189781,0.9672032796720328,1.0,1.0,59,0.06779661016949153,0.030139935414424113,none
GS0270_IL1A,0,3.6526731252242555,0.15958404159584041,0.9506049395060494,1.0,1.0,45,0.06666666666666667,0.030139935414424113,none
GS0246_IFNA8,0,3.6526731252242555,0.23047695230476953,0.938906109389061,1.0,1.0,30,0.06666666666666667,0.030139935414424113,none
OG0269_IL8,0,3.6526731252242555,0.22577742225777422,0.9379062093790621,1.0,1.0,30,0.06666666666666667,0.030139935414424113,none
GS0134_CXCL7,0,3.437619361783395,0.11648835116488351,0.963003699630037,1.0,1.0,62,0.06451612903225806,0.030139935414424113,none
OG0170_SLIB,0,3.437619361783395,0.2395760423957604,0.9362063793620637,1.0,1.0,31,0.06451612903225806,0.030139935414424113,none
OG0280_PENK,0,3.437619361783395,0.23947605239476052,0.9343065693430657,1.0,1.0,31,0.06451612903225806,0.030139935414424113,none
GS0196_FSHB,0,3.437619361783395,0.23807619238076191,0.9344065593440656,1.0,1.0,31,0.06451612903225806,0.030139935414424113,none
OG0029_MORN,0,3.437619361783395,0.24167583241675833,0.9318068193180682,1.0,1.0,31,0.06451612903225806,0.030139935414424113,none
