sgRNA,Gene,log2FC_Day4_mTeSR_r1_vs_plasmid,log2FC_Day4_mTeSR_r2_vs_plasmid,log2FC_Day7_E6_r1_vs_plasmid,log2FC_Day7_E6_r2_vs_plasmid,log2FC_Day7_mTeSR_r1_vs_plasmid,log2FC_Day7_mTeSR_r2_vs_plasmid,log2FC_Day9_E6_r1_vs_plasmid,log2FC_Day9_E6_r2_vs_plasmid,log2FC_Day9_mTeSR_r1_vs_plasmid,log2FC_Day9_mTeSR_r2_vs_plasmid,log2FC_Day14_E6_r1_vs_plasmid,log2FC_Day14_E6_r2_vs_plasmid,log2FC_Day14_mTeSR_r1_vs_plasmid,log2FC_Day14_mTeSR_r2_vs_plasmid
OG0173_CO3_HUMAN,CO3,-0.9623861589997932,-1.3485010266041186,-0.5185844163210476,-0.8617316359973337,-1.4285952754551126,-0.7716060026394,-0.6251262473642285,-0.7603439341799483,-0.8091973958114416,-0.9146212811006328,-0.5835172833040652,-0.6862807790536163,-1.0445934898380465,-0.5312657452394429
OG0174_PYY3_HUMAN,PYY3,0.5621752910834115,0.2068498254805284,0.6234544738307086,0.4982184574068551,0.1053564257233858,0.3273391869549424,0.2416941342843142,0.4205799059862691,0.6135721670267706,0.5985565068187224,0.587116436106637,0.4689850558189281,0.4128638578738304,0.3537127264870623
OG0175_TKN4_HUMAN,TKN4,-0.5786359248875605,-1.246360813440452,-0.7949423191423026,-0.5686948193497585,-1.3105998126269487,-0.961739676473389,-1.040076584559099,-0.919073187670998,-0.7351997569002009,-0.9347186184189766,-0.9661781376559055,-0.875538417341005,-0.8034560701571287,-1.1488037357128835
OG0176_DB110_HUMAN,DB110,0.8130626455102679,0.4727175323381178,0.6083927807941851,0.8345942824018131,0.5611143315582385,0.7701218587983405,0.7284538749855933,0.3594538617636527,0.8163952827804604,0.8243135655426794,0.8502444573095485,0.3216878813597947,0.9239348243185432,1.0609113303433446
OG0177_PACA_HUMAN,PACA,0.1942805814085666,0.6807554589335343,0.4752276036626526,0.3605335388985811,-0.1261904569856931,0.322342293219501,0.4069242950629057,0.6080867115292516,0.3337918218016593,0.6449695138085616,0.4305168186827526,0.3812981243941458,0.20212372841676,0.3458227441920645
OG0178_OSTCN_HUMAN,OSTCN,-1.302778470445805,-1.1545368835925292,-0.9013350019754468,-0.7938286426050922,-1.0146395769191088,-0.9029136173171448,-0.8060335221961932,-0.966608262814109,-0.5943083276633772,-0.8062818599739252,-0.9496017061858026,-1.1993620441876516,-0.817724683897568,-0.4996019051072142
OG0179_A4_HUMAN,A4,-1.087497353590981,-1.039053400068246,-1.29786589832346,-0.9737263406163236,-1.4449047480776986,-0.9846763143153048,-1.054385233369306,-1.0800020871662142,-0.8908743657943976,-1.0450903117330963,-1.0706955321217926,-1.014645659007794,-1.2011353981417248,-1.0692531065871105
OG0180_AGRP_HUMAN,AGRP,0.0291199681763352,-0.0407455038848603,-0.1793561412349031,0.0871660140728955,-0.0155978394836076,-0.0366351548422532,-0.0493937172062732,0.0996454664042634,0.1372757015712853,0.0878441603757149,-0.0643887602825028,0.2171622130473274,-0.0861186865209173,0.2273803949292858
OG0181_D104A_HUMAN,D104A,-1.220842031208953,-1.0246770814742767,-1.2351238881679922,-0.6950745049897478,-0.8674651993048847,-1.069165464081955,-0.6203559867038866,-1.2941610178955472,-1.284861326950999,-1.1806945151101311,-1.208954440860337,-0.7269149826859405,-1.4898018082995377,-1.14851647104061
OG0182_OSTN_HUMAN,OSTN,-0.0096436921314602,-0.0678773942139674,0.2189529201285527,0.020031638025852,0.111461391945058,-0.0748582413443337,0.0905836293623671,0.041971238337334,0.3222692621221803,-0.0967683209811287,0.0565833574856249,-0.3229127659579074,0.3611837206810619,0.1540520345369831
OG0183_TGFA_HUMAN,TGFA,0.5839248778170507,0.9671812815054768,0.6770308260131657,0.8415921081541917,0.6308112619525676,0.4488257789871532,0.5766318599455218,1.0105914533864393,0.5478144301246903,0.5931928437684242,0.7199214701592407,0.583554277407357,0.7757277528475885,0.4545396401988899
OG0184_ADML_HUMAN,ADML,0.6484222142266436,0.5364489081028392,0.600920750224903,0.6101838095019207,0.5308719974014231,0.8017128092708443,0.6437514669591646,0.7371578764554236,1.001798712461925,0.582563282737885,0.4191853248739452,0.506501577274415,0.9056294809301928,0.8277640130151678
OG0185_GAST_HUMAN,GAST,-0.7184054003799627,-0.3514221543209075,0.001733654646232,-0.4492299264098811,-0.5012978034694626,-0.4670592822045822,-0.1726917252555448,-0.3393386302018175,-0.5196467496439876,-0.2372941247578399,-0.0438323976569954,-0.3159725218496287,-0.5903531177455612,-0.3737697602031815
OG0186_ANFC_HUMAN,ANFC,0.8773982849781401,0.8081556423075913,0.6015165167210075,0.8725285239103044,0.5241504806870054,0.882674357836299,0.5208232110315674,0.9421160046676338,0.595401132947968,0.7436997257753557,0.0330308683953362,0.6129990418916833,0.7403724983884175,0.7434193309260024
OG0187_EGF_HUMAN,EGF,0.6243685432621753,0.3269162699687058,0.2338541812534078,0.5232389444318404,0.3107852788077867,0.4264168489273761,0.6012089294923939,0.7086235380614418,0.5596340461355869,0.5244431893734944,0.9688914374949088,1.1114677522095864,0.6642003523070361,0.5558190976622512
OG0188_GRN_HUMAN,GRN,-0.1884525570657746,-0.2083535203441986,0.1754612068018453,0.0150294573833136,-0.2191163181624702,-0.004137460960802,-0.4566650865588304,0.0934137073111447,0.1145059632950928,0.1523223289733373,-0.2552323300967174,-0.0493588494455661,0.0312779756560974,0.2116212131402264
OG0189_PLF4_HUMAN,PLF4,-1.8576866139306991,-1.7838283548357623,-1.9802806278685168,-1.4883166795146412,-1.88341187574275,-1.870583916989414,-1.6523559879659917,-1.817414058496439,-1.700942708034411,-1.9580601544510137,-2.038084333329678,-1.8837984466735536,-1.6964305493859193,-1.408656823135091
OG0190_COLI_HUMAN,COLI,-1.2319357911226536,-1.361740403703081,-1.0192694910558036,-1.49503736117944,-1.737508957980019,-1.5009943560761947,-1.3822918074309314,-1.7157143207992824,-1.5918916644935042,-1.6695245439801063,-1.1614684545887697,-1.298995063683142,-1.457959455946089,-1.2407014666703358
OG0191_GON1_HUMAN,GON1,0.1905383799901781,0.3326198134568692,-0.1973280176190641,0.1761708526908343,0.2693427327937119,-0.0718235679429923,0.060091239448214,0.127624925486625,0.0688783146747091,0.2817109358624794,-0.2077729458440593,0.041752760179321,0.0461737779089297,0.4689205040126634
OG0192_GRN_HUMAN,GRN,0.5308603903727978,0.2788885227110231,-0.0578215638395995,0.4449937234342194,0.1587693781000858,0.2389587931822596,0.068984932631638,0.2345415565446629,0.1006287481373284,0.2968228928071958,-0.1693047846417243,0.2705535990227403,0.0826372187050559,0.2830902406314077
OG0193_GRN_HUMAN,GRN,0.4113805956462375,0.4945869231666222,0.5835645523545274,0.4343576419112693,0.6208647691117815,0.2530893594790768,0.267401304719467,0.7037664675789319,0.5788549735163393,0.5192085524307473,0.2300487670517856,0.423136863283041,0.5547451323941512,0.5004214826283189
OG0195_A4_HUMAN,A4,-1.810136501974256,-1.1910228908539082,-1.693309671973962,-1.3001994441160587,-1.340079290255355,-1.2698566557295816,-1.3929851307182677,-1.7869116874076028,-1.2774596046305806,-1.5885433738853525,-1.6363920617131278,-1.7280566399970958,-1.347840418015064,-1.2930937306252694
OG0196_D130A_HUMAN,D130A,-0.1138984038578314,0.1454983992824541,-0.3222591184672794,-0.1716459735163145,-0.261925377910007,-0.6071589454621265,0.1047316227545618,-0.383758018484567,-0.3902772427692529,-0.162248780418178,-0.4092939197779532,-0.2589448256701665,-0.4640844744069117,-0.2918483234493543
OG0197_GP15L_HUMAN,GP15L,0.849595299095407,1.330877802679444,1.158179939573941,1.2415288234577346,1.3990211230940464,1.4244866529428712,1.3510766721668883,1.268162057848663,0.971907623073932,1.4654177887546211,1.091746153379498,1.1658468184468287,0.9275146904813418,1.214062687154895
OG0198_GRN_HUMAN,GRN,-0.4688990293646178,-0.881292817203633,-0.6170458892716031,-0.2787260450233333,-0.6608846404623474,-0.1825611044539048,-0.6794041925377456,-0.3981741668855747,-0.6037493146922746,-0.4426174704280914,-0.4365254166858161,-0.3495663727024496,-0.3556333703150152,-0.4472728175325873
OG0199_PTHR_HUMAN,PTHR,0.2693286372317107,0.3027582456052258,0.1910072573460901,0.2835293032632684,0.1284150178095533,0.0198863031281693,-0.1664564698778523,0.513694360226534,0.4582238528262294,0.2205293127773497,0.0617039035481816,0.5621408470794531,0.3340366699061032,0.1374034997033195
OG0200_SCG1_HUMAN,SCG1,0.1378191631079861,0.0774003298341252,0.2150226008970079,0.2458648945352397,0.6357916676030424,0.5281399758670045,0.4626456787334838,0.1777547428422963,0.1669601649527052,0.1795479075211581,0.3596660643163556,0.0137851829643533,0.4166598897719265,0.0990048596084278
OG0201_A4_HUMAN,A4,-0.873590191614765,-1.389576469654484,-0.8607290464351003,-0.9254695897776486,-1.2147417472584578,-0.919042409661122,-0.972133017538301,-1.2475609547943731,-1.0153487516020814,-1.0942351531809322,-1.0303546394397198,-1.2035239800711235,-0.8146223152648542,-1.1064212981307868
OG0202_GALA_HUMAN,GALA,-0.2507790601786617,-0.8912510733698724,0.0918066038504399,-0.0504454784855159,-0.5135949945108003,-0.0899145227136912,-0.3851233152852593,-0.299072460614191,0.3561137595965551,-0.1871553087095598,0.4752705104636128,-0.3712496859736234,0.2708263983223435,-0.6810739030892048
OG0203_GALP_HUMAN,GALP,0.2629610409931189,-0.1638807439889564,-0.178061148179351,-0.2551830351038724,-0.2294916564306213,0.1616153702149478,-0.1750221618036072,-0.1677911213783751,0.1339825077979295,-0.0076849248264565,-0.2867707772578338,-0.4631194264579061,0.1000019973857639,-0.2329511663158889
OG0204_TFF1_HUMAN,TFF1,1.0958801090536523,0.9079639079249392,1.1376760126802503,0.7993419630955714,0.7375392294034331,1.071477142430167,1.1097539460789427,1.0633084070564358,0.8292059796643461,0.8512990529961293,0.6959138402303875,0.8710295363574581,0.5850553352918961,1.040457603446649
OG0205_NRG4_HUMAN,NRG4,-0.6303425643054101,-0.3078813760930039,-0.2166381996850894,-0.3119350628585859,-0.0193069611437568,-0.17731883598913,-0.2279001999290493,-0.150144856848934,-0.169611895176537,-0.2474692207261615,-0.4186318341426478,-0.4689628244199273,-0.040139294557747,-0.4672752491240768
OG0206_VGF_HUMAN,VGF,0.4410878698106906,0.7889442526056971,0.9376511886683973,0.656019828767306,1.0926704931804778,0.397656960273725,1.1021179267152288,0.8498215044861137,0.9303667879846652,0.677440093275349,0.7128877355798604,0.6323943058105339,0.6461138555968553,0.6669947661530973
OG0207_CCL22_HUMAN,CCL22,0.5059444016112025,0.2963599631724172,0.6720482503680678,0.3789754880023412,0.9463852783082256,0.4754237312432643,0.6780149546279368,0.3695851017433593,0.3233434459255697,0.6757081181535529,0.5386465349243394,0.4038182000599537,0.4664587208316888,0.5310693591311679
OG0208_CXCL7_HUMAN,CXCL7,-0.1239306702595701,-0.3012058020386696,-0.2068137318990519,0.3790189836720863,0.5434540317077214,0.6202345475720676,0.3123026066456358,-0.1978753226728464,0.046385898350163,-0.201900413126312,0.0995127006284981,0.0887303278227324,-0.0684389454849245,-0.1294886689791283
OG0209_CCL15_HUMAN,CCL15,-1.2237680793283516,-1.294575316670194,-1.088714503050781,-0.97726505960064,-0.9105939586491694,-1.3971552171340846,-1.1696634010545583,-1.3117810276957371,-0.8237681532276664,-1.4648218053900417,-1.2963780307551946,-0.7613548909285459,-0.9640525294773444,-1.4052420848610383
OG0210_CCL20_HUMAN,CCL20,-0.3712287437022628,-0.4864342052593056,-0.5273791082422008,-0.6988647301937068,-0.920603714979439,-0.005321286836379,-0.5765821908814299,-0.4899153454206377,-0.389262584187831,0.1725666204818203,-0.6605647679383981,-0.2626167830584247,-0.2676601534741181,0.3081534676796131
OG0211_CCL22_HUMAN,CCL22,0.3653364518379973,0.1013504812934193,-0.3064847948681635,0.1737699904025031,0.0960601107205665,0.0633589809394514,-0.3230956715717443,-0.0994012128979662,0.0647550392377649,-0.1214426951033633,-0.1308059064877049,-0.4610619636970732,0.0963569500543144,-0.0076157908157998
OG0212_CCL5_HUMAN,CCL5,1.2416434933354878,1.0644836683923806,1.0581358087788004,1.0035632658522164,1.3975435869306594,1.0737996719991774,1.052567632911865,1.3020844334003634,1.1409775180463182,0.9481758590645272,0.7188996368246556,0.8170550348049819,0.9650953512201266,0.8204422723194984
OG0213_DB109_HUMAN,DB109,0.3812367161247909,0.1900835715992119,0.2492915101500727,0.3579558311950936,0.5333668555790005,0.4887679130202933,0.168992745300196,0.2743995362518117,0.4496084025931903,0.1520062019539789,0.1387182211520592,0.0138899492165549,0.4623261381159302,0.0891673393170702
OG0214_SDF1_HUMAN,SDF1,-1.999686530375276,-1.4761054404096008,-1.4372220330824437,-1.654849350129565,-1.9314198279438868,-1.5181291396896377,-1.4598192577620708,-1.660636491903201,-1.282759203769059,-1.6538496258793955,-1.885613517338809,-1.85286828876173,-1.4359323050636892,-1.43816703909361
OG0215_CCL14_HUMAN,CCL14,0.6827059674838729,0.1543809041715889,0.6845196004367402,0.6782679695773837,0.6853904046849042,0.3292554236049145,0.6281546449397677,0.1629928057593286,0.3336303513356444,0.559525496698317,0.6777923611276044,0.4498105820641598,0.4880779688119592,0.0987284585357315
OG0216_CCL18_HUMAN,CCL18,-1.713991826897665,-1.2834123479854895,-1.6251214133814482,-1.146715506879694,-0.8383917474515723,-1.254750420287852,-1.4443179528678003,-1.5505482783274775,-1.429255997014666,-1.3123040750920136,-1.754010371386325,-1.1914201150396178,-1.775153998731316,-1.1552619014424597
OG0217_CCL3_HUMAN,CCL3,-0.332295717098642,-0.7730126841536116,-0.5879862632086557,-0.5280634948224154,-0.8350677311191799,-0.6126175906228077,-0.7811962019835299,-0.7882266800596209,-0.8561969769524413,-0.6219900760750701,-0.5705685127584381,-0.4871438034579647,-0.7251650405289993,-0.3186195726081813
OG0218_CCL5_HUMAN,CCL5,-1.7774590510581625,-1.606683439943156,-1.6563103567733377,-1.3591590491776897,-1.3666127192258075,-1.875449061007794,-1.2826137263318778,-1.7646562656802054,-1.2908348074545497,-1.7513511731368163,-1.5250941070460016,-1.844005020403852,-1.5974666395437662,-1.86092609401115
OG0219_CL3L1_HUMAN,CL3L1,-0.5181238601533007,-0.4402702602008563,-0.5710286894764014,-0.3020135292834691,-0.2838825818600838,-0.4919247067521137,-0.4131316463308803,-0.4584586351550523,-0.3678792108707984,-0.2515816496086813,-0.8324445627368284,-0.1958706954832454,-0.3667239104842696,-0.0981801697339346
OG0220_CXCL7_HUMAN,CXCL7,1.069577159341364,0.4860649989999688,1.2398162798595769,0.4044445867120005,0.3856896995264316,1.0257851637580249,0.7717670326792323,0.1691933452113723,1.0033490798711924,0.5868142473492979,0.75722805840108,-0.4021680484681109,0.8081412986866745,0.9526702290627648
OG0221_MOTI_HUMAN,MOTI,0.6241443652869823,0.6074986388880426,0.305667879135731,0.628113772863415,0.362600147240915,0.4502988842323479,0.3772216528083643,0.5045336533304088,0.628197928359036,0.4938129022459563,0.4135671162153613,0.3767862905855441,0.2450923155915152,0.5464641063878002
OG0222_CCL18_HUMAN,CCL18,-0.5397131193796287,-0.802355919422661,-0.9846289533290732,-0.992027307976146,-0.5172657118820911,-0.848189699476908,-0.9819657363684388,-0.9721319183637966,-0.8841259227952687,-0.74205470189602,-0.8417840273349899,-0.9362250369283592,-0.4996849021525342,-1.0719491773668608
OG0223_CCL20_HUMAN,CCL20,-1.900279674462091,-1.5844480244513566,-1.6668882069810635,-1.513061647344104,-1.380281254423922,-1.3525092817269648,-1.6756553674338512,-1.6906625562367203,-1.030116824445459,-1.623755008035154,-1.4911664715998525,-1.553630200414453,-1.3469497232319227,-0.7885452535081416
OG0224_CCL22_HUMAN,CCL22,1.2444718405570008,0.9732970353446008,1.1095331809624582,1.4747682887817977,0.9260570713494828,1.203988930381538,0.8629269231349799,1.3238613965259844,0.8325141469976032,1.2129359836231668,1.1761864059949527,1.2344297779102271,0.6844964272193828,1.2077893627547347
OG0225_CCL4_HUMAN,CCL4,0.5961971678237656,0.5668673910498381,0.5560137984824642,0.4458954725171065,0.6330485325631336,0.4935274424461457,0.557126665704704,0.6740745374936612,0.5166166744595309,0.4185236242577073,0.4515320856752147,0.5732103845636836,0.469610163315787,0.2787644245233469
OG0226_IGF2_HUMAN,IGF2,0.6114822334949572,0.6189401292655585,0.3663212047218387,0.6802927498724163,0.5780200791674552,0.6255280123725804,0.5473063395720157,0.6909426569382688,0.5915856001729374,0.6873197679551186,0.3686018725915154,0.641771554180103,0.5615084797524723,0.6187324368248817
OG0227_CCL15_HUMAN,CCL15,-0.3706649027717947,-0.3085933898171813,-0.3424544689244619,-0.1631120366536613,-0.5221171526451265,0.2208993678347877,-0.1467774777734973,-0.1285011966347706,-0.0476956759535607,-0.1638574190534054,-0.1724278789915718,0.1099697800237837,-0.2689679099461948,-0.2924035600927119
OG0228_CCL18_HUMAN,CCL18,-0.6342793387302468,-0.5202144605551577,-0.2101443053519727,-0.4929569796683957,-0.963728634704383,0.2278238174309006,-0.3931928968740941,-0.5786028276808111,-0.5795962816274827,-0.5554398643229614,-0.4282068145401556,-0.1790804116306983,-0.4564689530211492,-0.5325046629477814
OG0229_CCL5_HUMAN,CCL5,-0.0878785635261731,-0.24436370016668,-0.203615743343148,-0.2565129633322573,-0.3195980085364578,-0.2039042033205778,-0.2056000537810529,-0.6925010582067266,0.2129197826857325,-0.1168052488233613,-0.1383571606039257,-0.2722934934708689,0.0004670406992008,-0.1422110708968382
OG0230_CL3L1_HUMAN,CL3L1,0.478995700618551,0.6891742698212076,0.3215964743591852,-1.4313096313036766,0.5152302919337393,-0.1347376305827952,0.6384877269518281,-0.838061283948826,0.2341882421014176,0.15722052554311,0.9941799843986096,-0.8067562570445403,-0.4893272610164789,-1.6929702728473923
OG0231_CXCL7_HUMAN,CXCL7,-0.9926619897627836,-0.8854215261860539,-1.1398438878629715,-0.5428654789827139,-0.4026150535675814,-0.2406864679120932,-0.6239926130991584,-0.3931052046663215,-0.9716656082957053,-0.7439264756856243,-1.1385368799175275,-0.3583016120209485,-1.067584137346321,-1.004389493887501
OG0232_GROA_HUMAN,GROA,-0.4189384144427563,-0.371523888095103,-0.3803996751102545,-0.8878767903410516,-0.2575942707770249,-1.0700907549661274,-0.5606175927133847,-0.3778735132762758,-0.5257176550477691,-0.828032932285609,-0.3209918832383938,-0.5108353290263796,-0.4441486179133722,-0.6336321509148064
OG0233_CC4L_HUMAN,CC4L,-0.9104816577965362,-0.787636747103166,-1.0505397989372582,-0.9161237494584124,-1.1679575070468644,-0.7853547190874828,-0.8515455788031367,-1.4466551928448386,-0.6949606571639322,-0.8023671542873139,-1.0435097280850112,-0.7984239216392037,-0.8401906392369831,-0.8900534199292398
OG0234_CCL18_HUMAN,CCL18,-0.3995185714974685,-0.9065808628136268,-0.8048125803501041,-0.5613955529445427,-0.857015839416098,-0.473260036478333,-0.836618050904832,-0.9803146683218068,-0.5742463635787356,-0.5481724848805314,-0.5987079524735055,-1.332636294485786,-0.4829860055098756,-0.6891725059363711
OG0235_CCL20_HUMAN,CCL20,0.2736645487777149,-0.2048587410942701,-0.4752767773829625,-0.1112583542194016,-0.052399954798604,-0.2135503426071832,-0.1582669694025487,0.0800201290330573,0.1554850541000796,0.3368241793543483,0.025724671115519,0.0397615149740548,0.1902952281742358,0.0206205577903659
OG0236_CCL22_HUMAN,CCL22,-1.0719601343201592,-0.8516791743452998,-1.1910999011695118,-0.7993300749093866,-0.9113479333111254,-0.8615689594500804,-0.2813003402062559,-0.7896679545273848,-0.7037442546773303,-1.0972454644501948,-0.6934041019564976,-0.788266931531993,-0.5729130110230543,-0.9658575983471636
OG0237_CCL3_HUMAN,CCL3,0.5952356300283608,0.8425050463975818,0.5255277597086803,0.1720964294946885,0.4289750593738155,0.5596892454759566,0.082002112575152,0.675942943115821,0.6751403726611969,0.4586451344748656,0.1695503093111305,0.3152542606581612,0.6928141792839746,0.489559256210498
