sgRNA,Gene,log2FC_Day4_mTeSR_r1_vs_plasmid,log2FC_Day4_mTeSR_r2_vs_plasmid,log2FC_Day7_E6_r1_vs_plasmid,log2FC_Day7_E6_r2_vs_plasmid,log2FC_Day7_mTeSR_r1_vs_plasmid,log2FC_Day7_mTeSR_r2_vs_plasmid,log2FC_Day9_E6_r1_vs_plasmid,log2FC_Day9_E6_r2_vs_plasmid,log2FC_Day9_mTeSR_r1_vs_plasmid,log2FC_Day9_mTeSR_r2_vs_plasmid,log2FC_Day14_E6_r1_vs_plasmid,log2FC_Day14_E6_r2_vs_plasmid,log2FC_Day14_mTeSR_r1_vs_plasmid,log2FC_Day14_mTeSR_r2_vs_plasmid
GS0387_SCTM1_HUMAN,SCTM1,0.7303266384861384,0.6120199335980185,0.6801002087713588,0.6193146530646061,0.6833172713682707,0.5871071493790332,0.7016398792712675,0.5437677928262943,0.5481736680580163,0.748346127227828,0.7116179859547316,0.6064625855645787,0.779016819441706,0.7151537626147597
GS0388_SEM3A_HUMAN,SEM3A,0.4763413465525028,0.758158514533509,0.2420397529722349,-1.1986535215423064,-0.3954354052163027,1.3779224988055496,-1.3610954841201923,-1.1876772859212728,-0.2345451472824224,0.7283969527727452,0.1983235932287055,-4.241846013733116,1.262044178249524,1.3671909953374026
GS0389_SEM3B_HUMAN,SEM3B,-5.9244227023526115,-5.9244227023526115,0.3200134301294364,0.1501549002716169,0.5781939222296195,-1.311570925838124,-1.6738319334111085,-0.3032451278802419,1.0316679306216183,-0.4378961429288148,-1.1451364599404332,-0.0441247472226509,1.1752595122673215,-0.7410898451762833
GS0391_SEM3D_HUMAN,SEM3D,-0.7028529028075416,-2.315599688652544,-1.7593430039766629,-0.9896295083059972,-0.5625430504299942,-3.825402569290873,-1.454534511363895,-2.771804910836796,-0.1817468567978526,-6.059765109731676,-4.95512200617973,-1.7903183306757002,-3.048988563816366,-3.428313954520925
GS0392_SEM3E_HUMAN,SEM3E,-1.934364363974808,-1.2315562272642593,-2.833945254252198,-0.3403749923420216,-2.400862472792232,-3.979969224244496,-3.118687622143998,-1.8104573141868276,-5.775056584586472,-1.710230579603648,-1.4134451034520603,-1.4315498931685973,-2.4420452221914632,-2.9199065248622156
GS0393_SEM3F_HUMAN,SEM3F,1.9875911244836155,-0.5630631749413246,0.9012523087645956,-1.030231299372167,1.3997352898221609,0.4681185349204573,-2.801853718543044,-2.801853718543044,0.4905381184849164,1.3567493828468944,0.376573648631608,-2.801853718543044,0.5311576438519645,1.5729535235186036
GS0395_SEM4A_HUMAN,SEM4A,-0.7510732217003566,-3.809330401969377,-3.731850781204084,-1.101933711581717,-1.7620104306666158,-0.9955692626689414,-2.952052076740955,-0.8374911712530295,-2.743725238809504,-1.3617662130403847,-0.7699249600005746,-1.063133459618701,-3.2766369546119347,0.2010651900373128
GS0396_SEM4B_HUMAN,SEM4B,0.2849908536638716,-0.5166395408679554,1.655146024201381,-0.2622363786498303,0.6799310992442518,-1.6307411035800667,-0.3105293885018501,-0.140105106497006,-0.1449637757021902,-0.2097959488130696,0.9132577585767933,-0.4098063955483146,-0.4200671537775555,-0.2328657365429514
GS0398_SEM4D_HUMAN,SEM4D,0.4122514546931421,-2.3427471515255167,-0.5592244961549575,-5.419994270966578,-5.419994270966578,-2.1500220175030766,-2.021097002737684,-5.419994270966578,-1.020260392331564,-4.333242498923824,-1.6486343215940114,-3.402931792605689,-2.8247665719396218,-5.419994270966578
GS0399_SEM4F_HUMAN,SEM4F,-1.9085866608626216,-4.44491971931788,-2.667309708849155,-1.5472106821524347,-2.9408308464197477,-2.338448785719927,-3.5439982654063065,-3.179836064844133,-1.4925605355898766,-2.459865910367178,-3.4541715530434947,-1.887009840687734,-4.015240544940124,-3.5665144155369193
GS0400_SEM4G_HUMAN,SEM4G,0.363369591907543,-0.9339996246346144,-1.0678289047595229,-2.3340692112412285,-2.1126955279333934,-0.62903632686732,-0.6334110138274527,-2.5496737555652293,-0.8838049883630372,-0.6651149623710673,-0.8352603793483313,-2.0395448121684225,-2.1061479181403486,-0.4401360435199564
GS0403_SEM6A_HUMAN,SEM6A,-0.6049487406798733,1.6202134891109008,-2.559057306586702,0.3252196678769206,-1.91667448510272,-1.2498447942024449,-0.5644199736730036,0.8947889609576629,0.794511131041931,0.7415516913555642,-1.6237602771495858,0.3059406962962976,-0.8364089794156575,0.4722588962521588
GS0404_SEM6B_HUMAN,SEM6B,-1.92254625570921,-1.2443818007361234,-1.4153562530861938,-1.6186394631109096,-1.91667448510272,-2.8041285001916596,-0.7960125014512016,-1.2303505776679016,0.0097895943665804,-1.3328876108692225,-1.507675144828612,-0.680334670529275,-1.8677080787670783,-1.6490971630202074
GS0405_SEM6C_HUMAN,SEM6C,-1.3752441129684607,-1.60813842688383,-1.650813031704149,-1.952967409334149,-1.3692998692821794,-1.3598915341812754,-1.7565058787252816,-2.474614673232279,-1.589514779247195,-2.440711820357643,-1.5799001002547186,-2.2761453276477956,-0.8591529015520001,-2.545595433889695
GS0406_SEM6D_HUMAN,SEM6D,-2.305668037804688,-0.805446835448393,-1.0949029277844504,-5.359235344254457,-4.175122864976156,-3.0576450581552392,-1.0606409746363834,-3.726422423145238,-0.4493824945892566,-3.3528901039131043,-0.7486696274094315,-2.573351844287031,-0.5120503778879257,-3.2819849544435664
GS0407_SEM7A_HUMAN,SEM7A,0.4383341991642258,0.38155243389226,-0.9987974094362464,1.1263353156565836,-0.93421191483639,0.3532145560781332,-0.5558719462042818,0.7246575845742509,0.0139736092262072,-0.631111135616111,-1.0290513276194595,0.8662603522525183,0.3915123860398557,-0.9163778936454624
GS0408_SFRP2_HUMAN,SFRP2,-0.8406130541348276,-1.040152239098287,-1.110148792577709,-0.8391903171551274,-1.6525580728556737,-0.8973068272863785,-1.6301498762244764,-1.2317719366893218,-0.6914201435245317,-0.7833325180355057,-0.6878721633043732,-1.659268046952875,-0.843622391865539,-0.907926305542638
GS0409_SG3A1_HUMAN,SG3A1,0.771177565881473,0.8266116513336019,1.0001594507904272,0.6879147000645158,0.4334221734817518,0.7848425089521136,0.8083830262008718,0.6308727603650564,0.7608599135434613,0.9644482913684111,0.9416734848308188,0.7045625936106834,0.8120397772744301,0.8093307124079328
GS0410_SHH_HUMAN,SHH,-1.2608611188526613,-1.3312961766337796,-0.6913590156189642,-0.7531925973365396,-1.4971188746096775,-0.7728020969343454,-0.790111134036275,-0.69118314091798,-1.1916139022950958,-0.961076795722022,-0.8618458475063377,-0.6265994541698809,-1.265777305294046,-1.053187599226666
GS0411_SHH_HUMAN,SHH,0.5423476655903681,0.2640985447007411,-0.5510657713900775,0.92992129985784,0.063942069585769,1.1800023975965497,0.5837592717919708,1.0295926059253553,-0.580865461413973,1.1543631445902758,-0.0303468853334107,0.7499446164436634,0.1424793204725203,0.8818628307355834
GS0412_SLUR1_HUMAN,SLUR1,-1.7924948902356803,-1.8937116924461608,-1.905826096053639,-1.7333233077539116,-2.0754197604181073,-1.786477705339557,-1.801269878188835,-2.043467875999138,-1.555003700785038,-1.7950203471005448,-1.819030784604532,-1.711527780965021,-1.585981803424957,-1.6257151654327815
GS0413_SNAP_CONTROL,SNAP,-1.0392838881668105,-1.0678022610828002,-1.2719490205806494,-0.9023700122569788,-0.8675394639390515,-0.9802776290892066,-0.8954518233573054,-1.3685169623375035,-0.9033340378848358,-0.9807316276797716,-1.222926094612424,-1.0500849318813508,-1.1099817951593742,-1.0528136372839736
GS0414_SOM2_HUMAN,SOM2,0.3614799554226398,0.2475129747387505,0.9746261451096708,0.5031885832953513,0.5409334840648086,0.0224624742073658,0.753265099058936,0.5871605032971097,-0.0002927841559454,0.3786963994030525,0.3716867991890797,0.8207264478055301,0.4303805488822991,0.1603355762415326
GS0415_SOMA_HUMAN,SOMA,-0.3574867965514912,0.3926125437066581,-0.5262207367322382,0.0431527353138694,0.0577172506957026,-0.4171547416272929,0.3389976370171297,-0.1867683039250316,-0.635056385110337,-0.4455095937818498,-0.4320773466716474,-0.2681885539292281,-0.563888146931955,-0.6253808615151186
GS0416_STC1_HUMAN,STC1,1.5146112848950342,0.8383787104863494,1.0986517432773066,1.2018212519660327,0.9001876818313743,1.051784250744765,0.8163909326380665,1.012810077721225,0.6880439993803069,1.090962764730806,0.8811855488922262,0.8341287059222644,0.7771681818861751,1.0605112359699298
GS0417_STC2_HUMAN,STC2,-1.5857068378817385,-1.929295873205099,-1.4220628652523215,-2.333176153826704,-1.8047169615817875,-1.997734007060905,-0.9249993497158506,-1.5068804283668251,-0.8263987992651325,-2.1008427757717785,-1.4714660917443494,-2.0963459854530724,-1.0995260619577882,-2.228451531419126
GS0418_TAFA1_HUMAN,TAFA1,0.0256051657493383,0.1279278715807841,0.2388154220707523,0.0683332503552449,0.1461115340336611,0.2759318758682809,0.1899014661280027,0.1575699461571016,0.5971058985244557,0.0206367100189837,-0.2593860824570502,-0.5302252325887409,-0.089233663263613,-0.2547961445920528
GS0419_TAFA2_HUMAN,TAFA2,0.2023149081720756,0.1118352661766586,-0.0679068561395617,-0.2467274210138708,-0.0621486933163293,-0.0414312306198301,-0.279280411460455,-0.0682216170050313,0.0074467030177345,-0.2589480122951784,-0.1347648708322086,-0.385474092578379,0.0441091797347059,-0.147487734151861
GS0420_TAFA3_HUMAN,TAFA3,-0.1770628786105117,-0.7031517697747915,-0.447480889895619,-0.3787866405435345,-0.5756871853782961,-0.4002389417016108,-0.4823627218830655,-0.7235436703409732,-0.2323456155126884,-0.2836087492938013,-0.3733285114865001,-0.5083746561770841,-0.3201498408624061,0.0767478704541471
GS0422_TAFA5_HUMAN,TAFA5,-0.0665674986126987,-0.0527323595273863,-0.0601788972789147,0.4555699229571353,0.0253962915158041,0.0357813899848498,0.0227993942217494,-0.2167155693967775,-0.1312760669711465,-0.0565079057123867,-0.121807271787258,-0.2433470433386872,-0.0911903727353315,0.0801425643676072
GS0423_TDGF1_HUMAN,TDGF1,1.0701627174451591,1.0577417492997243,1.0119603113267797,0.752069898659629,0.7641823636885814,0.5650798311430254,1.119550751554307,1.1720632034739698,0.872277512683377,0.7349579841690179,1.0779812289887565,1.025825004300815,0.9440782762139116,0.4060938673577805
GS0424_TDGF3_HUMAN,TDGF3,-0.2769664577897739,-0.8431623265634123,-0.7879304850921702,-0.3563360961649291,-0.7658824375906317,-0.7802887950140036,-0.6882824208940814,-0.5562896625941924,-0.7786754107669278,-0.8216520462237469,-1.0117262689279247,-0.6106213569978891,-0.6380328037547702,-0.6649914163767665
GS0425_TGFB1_HUMAN,TGFB1,1.2411068101897804,1.3792104395121108,1.5223700944601628,1.5332884669009808,1.6524285331662103,1.5352882822141112,1.506081781243715,1.724196988385856,1.4323987548496897,1.6504726809228067,1.6678530478689506,1.638954845000038,1.6544372229279158,1.565002066244027
GS0426_TGFB1_HUMAN,TGFB1,-0.6430593851925863,-0.053092312937979,-0.4169483543244858,-0.9884366487719484,-0.1799395284537368,-0.3256614124484933,-0.4346868354194466,-0.6058758882748982,-1.0217923055964864,-0.7102192914930665,-0.4394209422031867,-0.6416886402273239,-0.8888234193660107,-0.6685838055208357
GS0427_TGFB2_HUMAN,TGFB2,0.1405071743882171,-0.0162702078871515,-0.1965398711838659,-0.3390753447425343,0.2223904002824763,0.2246540123266545,-0.0678493376272157,-0.2023641158382272,-0.13802455923358,0.1764912464064103,-0.3409629976503066,-0.1589143699715531,-0.0634177091565231,0.0080334518788536
GS0428_TGFB2_HUMAN,TGFB2,-0.3066499292834077,-0.4282061780278088,-0.32088420481411,-0.0404449231572723,-0.1778399187177033,-0.326198482082038,-0.4488671256168128,-0.567734041946899,-0.2806730469193752,-0.1600320710277767,-0.1502178181763103,-0.4468027110305002,0.0372426542437853,-0.1815362935627344
GS0429_TGFB3_HUMAN,TGFB3,-0.4664968983928794,-0.4113659586805482,-0.2322764975696323,-0.0613654062162343,-0.5470149106098656,-0.1320746944557456,-0.4196443541016581,-0.4640174836793047,-0.1436874810426243,-0.3991765277830499,-0.3256815305973735,-0.4317246302403639,-0.3439339141646336,-0.3075065805377548
GS0430_TGFB3_HUMAN,TGFB3,-1.816340230059021,-1.4425499494751142,-1.8770933736209665,-1.7371853338087888,-2.70424764398388,-1.7043146314300328,-2.022681617198196,-2.07165836773462,-1.3528003057222522,-1.5835616399193349,-1.8950881188832096,-2.45069056373611,-1.8909271815811195,-1.7604360207271448
GS0431_THNS2_HUMAN,THNS2,0.105949877377065,1.1214404760459606,-0.1593894260834005,-0.8907191120196423,0.3713253533106631,0.4757971895551796,-0.016708782533672,-0.7923403055737239,-0.3104350624503702,-0.2450766195755465,0.0423134052506082,-0.7502899719694778,-0.3724529303709323,0.1225748647957614
GS0432_THRB_HUMAN,THRB,-1.212621739462335,-0.8012052071839104,-0.7764597298749578,-1.0191665440786597,-0.8616153166495959,-0.9597359596915442,-0.6129058379012893,-0.998285329743549,-0.5256341476959143,-0.5745347216374057,-1.0383434707954675,-1.3382678871171017,-0.8826567367631952,-0.7782844822031532
GS0433_THRB_HUMAN,THRB,-0.2035520314019088,-0.2421740280197859,0.0403361241783439,-0.4884499414270813,-0.5527744404685535,-0.7591265650306145,-0.6026883298050585,-0.478510109137547,-0.3726404630338535,-0.2884988433772939,-0.0484280420062717,-0.4740270508849953,-0.337680881156345,-0.1073347298143296
GS0434_THRB_HUMAN,THRB,-1.6363846821982362,-2.4816443088939115,-6.680142882279235,-3.6369503900884257,-1.0998582695533008,-6.680142882279235,-0.8685123465942173,-5.3807709574417,-2.1180982272733617,-5.593391110236481,-5.575499778727289,-6.680142882279235,-3.499270925986428,-6.680142882279235
GS0435_TIMP1_HUMAN,TIMP1,-0.9048892268063966,-0.8261656538469406,-0.5981025183386937,-0.7761131059392987,-0.6866854637222559,-0.6965247926271534,-0.8308030382945812,-0.5557082257656916,-0.811402145623715,-0.3622576197072966,-0.6810193918566707,-0.6937861305385873,-0.7110236201009918,-0.683315739973116
GS0436_TN13B_HUMAN,TN13B,0.7215166848308421,0.6856013443973712,0.7952951247047366,0.9422333587654456,1.2455347725459642,0.8194442515115554,0.8909855685334911,0.7974978524908813,1.0568525564006688,0.9477629888739224,0.6694370037181407,0.6642183543471969,0.873476466911491,1.08741487217676
GS0437_TNF10_HUMAN,TNF10,-1.2437957023622328,-1.1933888411774607,-1.6601921356046887,-1.6888420328177896,-1.935074700078883,-1.2832390465955168,-1.2679668338433476,-1.7881380715264674,-0.9373934473074534,-1.4438795016027743,-1.8069044480918064,-1.5766129818909738,-1.1955268856972587,-1.100913621621121
GS0438_TNF11_HUMAN,TNF11,-1.1757415233232231,-1.040988694625632,-0.6981735569198015,-1.2332057206642535,-0.760049919221645,-0.8514869293007834,-1.000336931974326,-1.3293000567579316,-0.8753738060697476,-1.0437431628567315,-0.867651549341927,-1.355884828785488,-0.978079030147292,-0.8476262532624599
GS0439_TNF12_HUMAN,TNF12,-1.5807223671518005,-1.6104061392320528,-1.681349613646315,-1.609103927080609,-2.0082714142807667,-1.794351267453571,-1.7811655820464427,-1.8293736146543171,-1.6291669750005475,-1.743279087866421,-1.521339070314072,-1.9808464016833192,-1.8236769979232277,-1.6059822107658022
GS0440_TNF13_HUMAN,TNF13,-0.777889789530116,-1.2731685601535965,-0.5838023102350398,-0.56550962421138,-0.8456540614261439,-0.9665333483549824,-0.6945550660087871,-0.4139151548846485,-0.6806440886646516,-0.7773349691158877,-0.482069521191379,-0.9209204553501388,-0.6389432506534636,-0.7093276018372645
GS0441_TNF14_HUMAN,TNF14,-1.3618135076280034,-1.473414097412844,-1.4754531454410422,-1.3958936018565016,-1.705282456401589,-1.2421071589383974,-1.6294128166898876,-1.7974867318918566,-0.8329043584044449,-1.1861214804211109,-1.5428197332408633,-2.0156283119227805,-1.0074747328281788,-0.8969153111947499
GS0442_TNF15_HUMAN,TNF15,0.5403736172656401,0.4050395855231024,0.3563868095189821,0.3220974707959723,0.4433504390553171,0.7475890657824102,0.1655408204272195,0.5601498674749301,0.3896229508497377,0.7262170087870246,0.4402578428464423,0.3713952334037902,0.412168431106048,0.7814313544499445
GS0443_TNF18_HUMAN,TNF18,0.6264246966999849,0.5042617626896604,0.7525017830144591,0.6960265003934545,0.6987339206016028,0.4427244131461005,0.3934848240622113,0.7094157366705112,0.651133627915085,0.3270883107731901,0.351298091257453,0.2771747433111233,0.8125041633608987,0.2790507801754245
GS0444_TNFA_HUMAN,TNFA,0.2514114218857024,0.0273419949775171,-0.0657644072561502,-0.0934097253369614,0.0305229752430893,0.0072455266334277,0.0361756621877962,0.1244975115431259,0.2870604531034448,0.165800538763488,0.1847310511393942,-0.2261524653117188,0.1462127656126188,0.0446580371651048
GS0445_TNFB_HUMAN,TNFB,-0.0779882052566751,0.0162007694074386,-0.1130811525335868,0.2387743463804739,0.433028349892707,0.0542210122833513,-0.0699935186971831,0.3102270742437358,-0.2049382691960062,-0.066530037224517,-0.0482048897739222,0.2731711843942737,-0.2226475253084405,-0.0683566945463507
GS0446_TNFC_HUMAN,TNFC,1.33904842909425,1.4456777122398456,1.263191701972687,1.3816546690283644,1.6509568748583536,1.635142094898514,1.4019141672911335,1.530387554578896,1.7571156040400917,1.298940907599409,1.3202536872037864,1.0322425974822649,1.466542954683547,1.2576799515339072
GS0447_TNFL4_HUMAN,TNFL4,0.832934396405026,0.8275049750864145,0.9804900746549644,0.7703609082487333,0.9733097674828936,1.0329213886825048,1.1756037392589729,1.1431427198788349,0.8773183312644104,1.0230368621806232,0.7027381737038549,0.97280119503705,0.9837305282913976,0.9119709579331694
GS0448_TNFL6_HUMAN,TNFL6,1.1729001992340675,0.6710944135586985,1.0207911175963955,0.7264745190075974,0.8953433309654741,0.977732127370162,0.827439019535591,0.7414618005802325,0.6916212933353734,1.024106660564854,1.012836966478904,0.8503279883107382,1.0135054160107124,0.8912014277753944
GS0449_TNFL6_HUMAN,TNFL6,0.5206378676539369,0.3534207351606522,0.4224752636186721,0.5729469827093325,0.7465487606774275,0.4179684506534524,0.5750685938524409,0.6054172951473138,0.5582596956273331,0.7050031520919546,0.6443538802280102,0.6379090114710966,0.7196074389442391,0.7700117865613034
GS0450_TNFL6_HUMAN,TNFL6,1.6928747813831642,1.5429577439361155,1.7111142080386443,1.856659519148504,1.3836746922619518,1.5582648625775697,1.4354603564390036,1.86506134951078,1.7040277101502674,1.7444491151672477,1.4455713444827438,1.7440906639602751,1.8579491419066692,1.7212724954965903
GS0451_TNFL8_HUMAN,TNFL8,1.2808916665768333,1.3773583183614004,1.5121859399275337,1.1252121680878648,1.451375929234521,0.9307667469644444,1.1460992251782844,1.0284201895081555,1.0455156762831574,1.0459400912213592,1.2598398507126252,0.8216524014895636,1.1328896885364923,0.9612952453981602
GS0452_TNFL9_HUMAN,TNFL9,-0.2215117956130985,-0.4020890319499948,-0.5435700360340121,-0.8225394326201148,-0.4799178076886186,-0.1841899044454269,-0.4859893323282787,-0.9248936529017387,-0.4361933162974658,-0.2994886509240562,-0.8414995329413202,-1.2337289006671064,-0.6830124882352688,-1.176499796583924
GS0453_TPO_HUMAN,TPO,-3.5910357039533665,-3.756205923588816,-4.669244458593402,-2.69227167724371,-2.577095425127326,-2.7227736743476187,-4.626532107161207,-3.400200279647902,-3.286487351029219,-2.0428867381022995,-5.0080908789442855,-3.169163458089455,-4.253641912686018,-2.703747442347723
GS0454_TR11B_HUMAN,TR11B,0.079424489640826,-1.8274071827607663,0.6281330851948939,-1.056089624451202,-0.5699689959531016,-0.3302851506893249,-0.1705432974486003,-1.1423220766125572,-1.8364630990426916,-0.3432968483010397,-0.1398005299963154,-1.0960753991056276,-2.039365430613985,0.1592127798768281
GS0455_TSHB_HUMAN,TSHB,-1.1167295028501254,-0.6373580612523426,-0.853617161585337,-0.763501452980373,-0.5390821014993996,-0.7430320186873054,-0.7588052018845364,-0.541758340462259,-0.6465751294729767,-0.5197046299646502,-0.8851825564914648,-0.9545599724417412,-0.7117714217917612,-0.715707263082118
GS0456_TSLP_HUMAN,TSLP,0.2057004078302355,-0.3961203823908219,-0.4900996695194504,-0.9872106446444427,0.1875093458113426,-0.3847759947356861,-0.182524165371765,0.0298139421225034,0.6332749183130302,-0.3162370670459387,-0.9133115976446078,-0.535512652931887,-0.5925978068345694,-0.0573842051818154
GS0458_TTHY_HUMAN,TTHY,-0.4618384431659432,-0.1627012882389653,-0.1615850645084826,-0.6305380003148375,0.0565186677345934,-0.5331768076818424,-0.1257361541349233,-0.4184007168892414,-0.3000425779740805,-0.8527475100459299,-0.1427964420559462,-0.8087002593489618,-0.1873001316538705,-0.4320115552105257
GS0459_TYPH_HUMAN,TYPH,-3.604135545218296,-0.4647978282790657,-0.5881350805992769,-0.8725336626165925,-3.5984171573131465,-1.3637469931397357,-0.4177133746384287,-0.8383806664248032,-2.5424847650962947,-0.5362669300462484,-0.3016413001688098,-0.8373945269359453,-3.1112031558109674,-0.866249591284169
GS0460_ULBP1_HUMAN,ULBP1,-1.035805432347713,-0.7920338836336178,-1.0501324948551645,-1.1834196234409389,-1.2483660956085831,-0.9399814756897982,-0.5251250942114698,-1.3587984524004533,-0.8049352810164176,-0.8242822494449538,-0.9241636927630504,-0.9299052868407768,-0.942086184957054,-0.7245158391167283
GS0461_ULBP2_HUMAN,ULBP2,-0.9522182203345632,-0.9885611784796672,-0.7726047888187164,-0.8441435541566111,-1.8930552443779936,-1.1115278836469678,-0.9365216238016584,-1.233999812892824,-1.431959882318511,-1.311441331649556,-1.1872798104128446,-1.2484892181178395,-1.266978713819373,-1.3601877997511629
GS0462_VEGFA_HUMAN,VEGFA,2.3343692595847356,1.5213981909798582,1.5151076323401993,1.2680177132511288,2.058877822752586,2.1943947922573246,1.783731019722187,1.6618039098632922,2.0298345050288065,2.1381079896026263,1.595492126737894,0.8902792125860506,1.8833866066761535,1.4658814781629674
GS0463_VEGFB_HUMAN,VEGFB,-0.4063514816888247,-1.147564117248736,-0.9380726978006156,-0.7790920743819658,-1.5875652949099823,-1.1011246300770274,-1.232992997088905,-0.9383037104037886,-0.4121051838730203,-0.8231392041164689,-1.1842254068166191,-1.0025106345594743,-1.0476380527719371,-0.9746318242894052
GS0464_VEGFC_HUMAN,VEGFC,-1.39185175465437,-1.1624630211151583,-1.414489538429045,-1.29586956260939,-1.0769316831898763,-1.2331604545663382,-1.526666599295767,-1.4805561209508635,-1.1848899448989787,-1.1633192347240406,-1.693735946169216,-1.6246184428158728,-1.2385594744708683,-1.3350648714082656
GS0465_VEGFD_HUMAN,VEGFD,0.5225572759060118,0.4021619159429654,0.4441262321088057,0.1443244609546781,0.3240839176218308,0.4261558336312667,0.3593292307505873,0.0798764313376239,0.4006141178644,0.2308407067097384,0.3550334937932895,0.2575093963976087,0.182660071314304,0.0716869007375322
GS0466_VSTM1_HUMAN,VSTM1,-0.0552057870868392,-0.5566708522842507,-0.5320733745660373,-0.5361363367801744,-0.6196210991328002,-0.6411541591764411,-0.4315541676100665,-0.6997165677803157,-0.5013085621541578,-0.542986859787332,-0.391973239139963,-0.4948433167019992,-0.6701798136114245,-0.6302855085901449
GS0467_WN10A_HUMAN,WN10A,-0.69847101886013,-0.6694154461510413,-1.414681477182702,-0.6973725467645178,-1.3378633447241413,-0.2568305202656367,-0.37619211761975,-1.1076221181055788,-1.580212881313388,-0.6890707863317225,-0.8637820344017335,-0.5453763937228011,-1.282194887862687,-0.8606535732059672
GS0468_WN10B_HUMAN,WN10B,-0.6438067991901155,-1.8358160906514716,-2.1774241887437844,-0.4742031900296011,-1.757289770789356,-0.1948452768729431,-1.813334872981132,-1.573270316682814,-0.5951442383374319,-1.0336839394228043,-0.1617601293408066,-1.340406138426392,-0.948545830538519,-0.3075588053640867
GS0469_WNT1_HUMAN,WNT1,-2.219274142534003,-1.405287566293843,-1.9602771191672144,-0.9729245339997056,-1.985505839169594,-1.5006242335256736,-1.603326041760135,-1.4791312318521168,-1.5714699967644856,-1.3898859173760236,-1.5841958434211172,-1.9475042576226853,-1.650485679494902,-1.3541654125497598
GS0470_WNT11_HUMAN,WNT11,-0.2629086171172687,-0.3064783433685552,-0.1187951633602519,-1.214228002158194,-0.0052345150328765,-0.1663150075447408,-0.0199162954311464,-1.0674427942047655,-0.3722078635507628,-0.7197127079598236,-0.4421627050806922,-0.9786467630362754,-0.4195146502400888,-0.4363692385629907
GS0471_WNT16_HUMAN,WNT16,-0.1157443030482578,-0.103998958919,-0.6346319853226632,-0.4073634509351116,-0.4307371580231809,-0.3839401247893637,0.1295208406149566,-0.0902585542493312,-0.9492750058628115,-0.4268557358012437,-1.098070578955225,-0.2052330983309129,-0.6329766929622824,-0.2960497272623144
GS0472_WNT2_HUMAN,WNT2,-0.9646454517678364,-0.9124068466674196,-1.0127012726926328,-0.9172703527478152,-1.0035572983294578,-0.5710727480647808,-0.720166139731635,-1.1420810208992282,-1.805991583383112,-1.349036851537325,-1.4855936535451375,-1.565693676830536,-1.950180184335509,-0.9750063004071876
GS0473_WNT3_HUMAN,WNT3,-1.5296009510568895,-1.6327260749323091,-1.314764110754882,-1.6389412640169452,-2.3298802344218776,-1.5439780641608367,-1.308659447750486,-1.8984592157800264,-0.9080741477112512,-1.4283115669151645,-2.066369421385393,-1.6382790935953997,-1.3481636358201552,-1.0028347865199043
GS0474_WNT3A_HUMAN,WNT3A,-1.3467439352844162,-1.6164504098166592,-1.0333828451584983,-1.4678733700679532,-2.0414165020863413,-1.137646752366695,-1.875564074424964,-1.93298103913952,-0.969019892344976,-1.0626312642585385,-1.0075538510732391,-1.635031154099332,-1.1753079087014866,-1.090587801095534
GS0475_WNT4_HUMAN,WNT4,-0.1093471344569465,-0.5826201443470556,-0.5370320466840335,-1.2068258054419223,-0.5077650426493152,-0.5542283245093511,-0.0953593814556121,-0.959234714097505,-1.1884272683770511,-1.3483138046672618,-0.6312800034085333,-1.519657437822679,-1.152456899011768,-1.6138569103991447
GS0476_WNT5A_HUMAN,WNT5A,-0.6044186240233174,-0.5971976918319104,0.070178565418395,0.0966135789874851,-0.0105020145812932,-0.334343658362588,-0.104521376247046,0.2698063192171158,-0.622526046899381,-0.4391404590254879,-0.5961759154947224,0.0055441969015603,-0.3732233879740914,-0.4967218884045756
GS0477_WNT5B_HUMAN,WNT5B,1.927320050989242,1.258114031446122,1.7006329848834971,0.4570049913774499,0.1194907437578018,0.9288670843060568,0.892825665581241,0.6275654004937268,0.3288803957985768,0.100594495422233,1.4220777134658542,0.7921114514323593,1.0365258012796152,-0.4165737647345544
GS0478_WNT6_HUMAN,WNT6,-0.6067275438398028,-0.3515795842620122,-0.4688950268455336,-0.4311470646565709,0.1894588910184875,-0.2950139930807651,-0.793510388326788,-0.6727109483110345,-0.6690097075599679,-0.419695813208623,-0.7110377839130395,-0.7710946652326376,-0.8932406919779137,-1.0321165076238437
GS0479_WNT7A_HUMAN,WNT7A,0.5694748421484377,-0.007837658414088,0.1737646454186414,0.6971011708777404,0.4402848016962828,0.5567842907017706,0.4509016519188282,0.2149230794969394,0.7143428829833578,0.2444873652161145,0.3084255305614505,0.2199146164194001,0.252795010825622,0.4598427211581306
GS0480_WNT7B_HUMAN,WNT7B,1.0931302160857292,0.5825097342647076,0.1362804913338529,0.2651058356315179,0.4340131245583176,1.1676985831177529,0.278006517164469,0.3187934229006366,0.7341759205635157,0.5825537586739955,0.0850827774900331,0.0532248168510562,1.1561993203345509,0.5531227424608929
GS0481_WNT8A_HUMAN,WNT8A,-1.099505218615903,-2.372548548695155,-2.203753885041862,-1.834487983571962,-2.8056187480192687,-2.378067835889236,-2.5000181767462903,-1.5838792744213404,-2.4884684803450874,-1.7352274924782636,-1.9468589217234609,-1.576203957150927,-3.069116038747767,-2.499322420216708
